rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
8,CAMILLE LEROY,,,,1921,5485,15,827213,28587,time
9,FIRMIN LAMBOT,,,,1921,5485,15,829011,30385,time
10,FÉLIX GOETHALS,,,,1921,5485,15,829972,31346,time
11,LOUIS MOTTIAT,,,,1921,5485,15,830510,31884,time
12,EUGÈNE DHERS,,,,1921,5485,15,833702,35076,time
13,HENRI FERRARA,,,,1921,5485,15,841740,43114,time
14,NOËL AMENC,,,,1921,5485,15,844069,45443,time
15,JOSEPH MULLER,,,,1921,5485,15,844069,45443,time
16,FÉLIX SELLIER,,,,1921,5485,15,848831,50205,time
17,HENRI COLLE,,,,1921,5485,15,852768,54142,time
18,ENRICO SALA,,,,1921,5485,15,867584,68958,time
19,GUILLAUME CECHERELLI,,,,1921,5485,15,880778,82152,time
20,AUGUSTE MEYER,,,,1921,5485,15,881050,82424,time
21,BENJAMIN JAVAUX,,,,1921,5485,15,890160,91534,time
22,PIERRE HUDSYN,,,,1921,5485,15,895450,96824,time
23,JOSEPH NORMAND,,,,1921,5485,15,899766,101140,time
24,ETIENNE DORFEUILLE,,,,1921,5485,15,899890,101264,time
25,CHARLES RABOISON,,,,1921,5485,15,902938,104312,time
26,JULES DELOFFRE,,,,1921,5485,15,914474,115848,time
27,"ERNEST, DIT ''FABER ERNEST'' PAUL",,,,1921,5485,15,919080,120454,time
28,EDGARD ROY,,,,1921,5485,15,920081,121455,time
29,CHARLES PAREL,,,,1921,5485,15,922774,124148,time
30,PAUL COPPENS,,,,1921,5485,15,805691,7065,time
31,JEAN KIENLEN,,,,1921,5485,15,929312,130686,time
32,LUCIEN POTHIER,,,,1921,5485,15,948937,150311,time
33,LUCIEN ROQUEBERT,,,,1921,5485,15,977271,178645,time
34,ROBERT CONSTANTIN,,,,1921,5485,15,1004285,0,time
35,CHARLES CENTO,,,,1921,5485,15,1006311,0,time
36,GEORGES KAMM,,,,1921,5485,15,1007435,0,time
37,ADRIEN ALPINI,,,,1921,5485,15,1016722,0,time
38,HENRI CATELAN,,,,1921,5485,15,1023023,0,time
1,FIRMIN LAMBOT,,,,1922,5375,15,799686,0,time
2,JEAN ALAVOINE,,,,1922,5375,15,802161,2475,time
3,FÉLIX SELLIER,,,,1922,5375,15,802208,2522,time
4,HECTOR HEUSGHEM,,,,1922,5375,15,802322,2636,time
5,VICTOR LEENAERTS,,,,1922,5375,15,802418,2732,time
6,HECTOR TIBERGHEN,,,,1922,5375,15,804581,4895,time
7,LÉON DESPONTIN,,,,1922,5375,15,808355,8669,time
8,EUGÈNE CHRISTOPHE,,,,1922,5375,15,812025,12339,time
9,JEAN ROSSIUS,,,,1922,5375,15,812052,12366,time
10,FEDERICO GAY,,,,1922,5375,15,813605,13919,time
11,EMILE ''SENIOR'' MASSON,,,,1922,5375,15,814107,14421,time
12,GASTON DEGY,,,,1922,5375,15,817039,17353,time
13,ARSÈNE ALANCOURT,,,,1922,5375,15,818942,19256,time
14,PHILIPPE THYS,,,,1922,5375,15,820624,20938,time
15,JOSÉ PELLETIER,,,,1922,5375,15,820895,21209,time
16,JOSEPH MULLER,,,,1922,5375,15,827969,28283,time
17,GIUSEPPE SANTHIA,,,,1922,5375,15,828329,28643,time
18,THÉOPHILE BEECKMAN,,,,1922,5375,15,832301,32615,time
19,LOUIS HEUSGHEM,,,,1922,5375,15,835120,35434,time
20,JULES NEMPON,,,,1922,5375,15,840002,40316,time
21,ALFONS STANDAERT,,,,1922,5375,15,841012,41326,time
22,EDGARD ROY,,,,1922,5375,15,851827,52141,time
23,JOSEPH MARCHAND,,,,1922,5375,15,853580,53894,time
24,ENRICO SALA,,,,1922,5375,15,858927,59241,time
25,JULES MATTON,,,,1922,5375,15,863145,63459,time
26,PIERRE HUDSYN,,,,1922,5375,15,873503,73817,time
27,CHARLES PAREL,,,,1922,5375,15,879975,80289,time
28,LÉON VAN AKEN,,,,1922,5375,15,886110,86424,time
29,ANGE-MARIE AUBRY,,,,1922,5375,15,898122,98436,time
30,"ERNEST, DIT ''FABER ERNEST'' PAUL",,,,1922,5375,15,902594,102908,time
31,GEORGES KAMM,,,,1922,5375,15,916263,116577,time
32,CHARLES LOEW,,,,1922,5375,15,894505,94819,time
33,JULES BRUN,,,,1922,5375,15,967505,167819,time
34,EMMANUELLE LUIGI,,,,1922,5375,15,970279,170593,time
35,LAURENT DEVALLE,,,,1922,5375,15,995546,0,time
36,ROBERT CONSTANTIN,,,,1922,5375,15,997295,0,time
37,CHARLES HENNUYER,,,,1922,5375,15,1020078,0,time
38,DANIEL MASSON,,,,1922,5375,15,1044107,0,time
1,HENRI PELISSIER,,,,1923,5386,15,800130,0,time
2,OTTAVIO BOTTECCHIA,,,,1923,5386,15,801971,1841,time
3,ROMAIN BELLENGER,,,,1923,5386,15,804013,3883,time
4,HECTOR TIBERGHEN,,,,1923,5386,15,805486,5356,time
5,ARSÈNE ALANCOURT,,,,1923,5386,15,807730,7600,time
6,HENRI COLLE,,,,1923,5386,15,809053,8923,time
7,LÉON DESPONTIN,,,,1923,5386,15,809719,9589,time
8,LUCIEN BUYSSE,,,,1923,5386,15,809741,9611,time
9,EUGÈNE DHERS,,,,1923,5386,15,810879,10749,time
10,MARCEL HUOT,,,,1923,5386,15,811946,11816,time
11,JOSEPH MULLER,,,,1923,5386,15,812536,12406,time
12,OTTAVIO PRATESI,,,,1923,5386,15,813036,12906,time
13,FÉLIX GOETHALS,,,,1923,5386,15,815828,15698,time
14,THÉOPHILE BEECKMAN,,,,1923,5386,15,818134,18004,time
15,JOSEPH NORMAND,,,,1923,5386,15,818729,18599,time
16,GASTON DEGY,,,,1923,5386,15,820287,20157,time
17,LUCIEN RICH,,,,1923,5386,15,823836,23706,time
18,ROGER DUBOC,,,,1923,5386,15,825131,25001,time
19,CAMILLE BOTTE,,,,1923,5386,15,826166,26036,time
20,GEORGES CUVELIER,,,,1923,5386,15,803597,3467,time
21,BENJAMIN MORTIER,,,,1923,5386,15,829153,29023,time
22,ALFONS STANDAERT,,,,1923,5386,15,829988,29858,time
23,FRANCIS PELISSIER,,,,1923,5386,15,835122,34992,time
24,HENRI TOUZARD,,,,1923,5386,15,836130,36000,time
25,ROBERT JACQUINOT,,,,1923,5386,15,838642,38512,time
26,CHARLES LONGONI,,,,1923,5386,15,839777,39647,time
27,CHARLES PAREL,,,,1923,5386,15,840083,39953,time
28,JOSEPH MOTTIAT,,,,1923,5386,15,843447,43317,time
29,GIOVANNI ROSSIGNOLI,,,,1923,5386,15,844432,44302,time
1,OTTAVIO BOTTECCHIA,,,,1924,5425,15,814701,0,time
2,NICOLAS FRANTZ,,,,1924,5425,15,816837,2136,time
3,LUCIEN BUYSSE,,,,1924,5425,15,820234,5533,time
4,BARTOLOMEO AIMO,,,,1924,5425,15,820268,5567,time
5,THÉOPHILE BEECKMAN,,,,1924,5425,15,822573,7872,time
6,JOSEPH MULLER,,,,1924,5425,15,824034,9333,time
7,ARSÈNE ALANCOURT,,,,1924,5425,15,824392,9691,time
8,ROMAIN BELLENGER,,,,1924,5425,15,824970,10269,time
9,OMER HUYSE,,,,1924,5425,15,825394,10693,time
10,HECTOR TIBERGHEN,,,,1924,5425,15,825805,11104,time
11,PHILIPPE THYS,,,,1924,5425,15,826425,11724,time
12,GEORGES CUVELIER,,,,1924,5425,15,826806,12105,time
13,ERMANO VALAZZA,,,,1924,5425,15,828405,13704,time
14,JEAN ALAVOINE,,,,1924,5425,15,831246,16545,time
15,GASTON DEGY,,,,1924,5425,15,833415,18714,time
16,RAYMOND ENGLEBERT,,,,1924,5425,15,833918,19217,time
17,ALFONS STANDAERT,,,,1924,5425,15,835215,20514,time
18,LOUIS MOTTIAT,,,,1924,5425,15,835960,21259,time
19,OTTAVIO PRATESI,,,,1924,5425,15,836305,21604,time
20,LUCIEN RICH,,,,1924,5425,15,837882,23181,time
21,EMILE HARDY,,,,1924,5425,15,838894,24193,time
22,HENRI TOUZARD,,,,1924,5425,15,839327,24626,time
23,EUGÈNE DHERS,,,,1924,5425,15,854998,40297,time
24,HENRI FERRARA,,,,1924,5425,15,857276,42575,time
25,FÉLIX GOETHALS,,,,1924,5425,15,843502,28801,time
26,MAURICE ARNOULT,,,,1924,5425,15,859687,44986,time
27,RENÉ WENDELS,,,,1924,5425,15,862415,47714,time
28,CHARLES PAREL,,,,1924,5425,15,868129,53428,time
29,CHARLES CENTO,,,,1924,5425,15,869679,54978,time
30,JAIME JANER,,,,1924,5425,15,870149,55448,time
31,GIUSEPPE RUFFONI,,,,1924,5425,15,873013,58312,time
32,ANGE-MARIE AUBRY,,,,1924,5425,15,874859,60158,time
33,GIOVANNI ROSSIGNOLI,,,,1924,5425,15,875597,60896,time
34,JEAN MARTINET,,,,1924,5425,15,880200,65499,time
35,ENRICO SALA,,,,1924,5425,15,879950,65249,time
36,LUIGI VERTEMATI,,,,1924,5425,15,881259,66558,time
37,ANTOINE RIERE,,,,1924,5425,15,890628,75927,time
38,PAUL DENIS,,,,1924,5425,15,894601,79900,time
39,JEAN GARBY,,,,1924,5425,15,895658,80957,time
40,HENRI CATELAN,,,,1924,5425,15,895662,80961,time
41,ANGELO ERBA,,,,1924,5425,15,898827,84126,time
42,VICTORINO OTERO,,,,1924,5425,15,901730,87029,time
43,ROBERT LORET,,,,1924,5425,15,913511,98810,time
44,PASCAL RICHARD,,,,1924,5425,15,913722,99021,time
45,VINCENZO BIANCO,,,,1924,5425,15,915035,100334,time
46,HENRI RUBERT,,,,1924,5425,15,916054,101353,time
47,EMMANUELLE LUIGI,,,,1924,5425,15,916958,102257,time
48,MAURIVE PROTIN,,,,1924,5425,15,919464,104763,time
49,GEORGES KAMM,,,,1924,5425,15,919611,104910,time
50,MOÏSE ARROSIO,,,,1924,5425,15,922636,107935,time
51,LUCIEN PRUDHOMME,,,,1924,5425,15,924968,110267,time
52,AUGUSTO RHO,,,,1924,5425,15,935428,120727,time
53,FELICE DI GAETANO,,,,1924,5425,15,945716,131015,time
54,ALFRED HERSARD,,,,1924,5425,15,946626,131925,time
55,LAURENT DEVALLE,,,,1924,5425,15,946858,132157,time
56,HENRI MIEGE,,,,1924,5425,15,951596,136895,time
57,ADRIEN TOUSSAINT,,,,1924,5425,15,964150,149449,time
58,FRANÇOIS CHEVALIER,,,,1924,5425,15,970535,155834,time
59,LOUIS MILLO,,,,1924,5425,15,979179,164478,time
60,VICTOR LAFOSSE,,,,1924,5425,15,980966,166265,time
1,OTTAVIO BOTTECCHIA,,,,1925,5440,18,789018,0,time
2,LUCIEN BUYSSE,,,,1925,5440,18,792278,3260,time
3,BARTOLOMEO AIMO,,,,1925,5440,18,792415,3397,time
4,NICOLAS FRANTZ,,,,1925,5440,18,793302,4284,time
5,ALBERT DEJONGHE,,,,1925,5440,18,794280,5262,time
6,THÉOPHILE BEECKMAN,,,,1925,5440,18,797701,8683,time
7,OMER HUYSE,,,,1925,5440,18,798236,9218,time
8,AUGUST VERDYCK,,,,1925,5440,18,798894,9876,time
9,FÉLIX SELLIER,,,,1925,5440,18,798977,9959,time
10,FEDERICO GAY,,,,1925,5440,18,803781,14763,time
11,ROMAIN BELLENGER,,,,1925,5440,18,804988,15970,time
12,ADELIN BENOIT,,,,1925,5440,18,805652,16634,time
13,JEAN ALAVOINE,,,,1925,5440,18,805806,16788,time
14,HECTOR MARTIN,,,,1925,5440,18,806342,17324,time
15,JULES BUYSSE,,,,1925,5440,18,807471,18453,time
16,LÉON DESPONTIN,,,,1925,5440,18,808705,19687,time
17,EMILE HARDY,,,,1925,5440,18,809359,20341,time
18,EUGÈNE CHRISTOPHE,,,,1925,5440,18,810349,21331,time
19,GIOVANNI ROSSIGNOLI,,,,1925,5440,18,811711,22693,time
20,RAYMOND ENGLEBERT,,,,1925,5440,18,812424,23406,time
21,MICHELE GORDINI,,,,1925,5440,18,812518,23500,time
22,EMILE ''SENIOR'' MASSON,,,,1925,5440,18,813936,24918,time
23,EUGÈNE DHERS,,,,1925,5440,18,816274,27256,time
24,HENRI TOUZARD,,,,1925,5440,18,816504,27486,time
25,ALFONSO PICCIN,,,,1925,5440,18,817062,28044,time
26,ANGELO GREMO,,,,1925,5440,18,824730,35712,time
27,GIOVANNI CANOVA,,,,1925,5440,18,826508,37490,time
28,ARTURO BRESCIANI,,,,1925,5440,18,827341,38323,time
29,CHARLES MARTINET,,,,1925,5440,18,831731,42713,time
30,MAURICE ARNOULT,,,,1925,5440,18,833782,44764,time
31,LOUIS MOTTIAT,,,,1925,5440,18,837432,48414,time
32,MOÏSE ARROSIO,,,,1925,5440,18,844415,55397,time
33,UMBERTO BERNI,,,,1925,5440,18,845977,56959,time
34,CHARLES ROUX,,,,1925,5440,18,846596,57578,time
35,ALFONS STANDAERT,,,,1925,5440,18,847237,58219,time
36,VINCENZO BIANCO,,,,1925,5440,18,847414,58396,time
37,CHARLES LOEW,,,,1925,5440,18,857428,68410,time
38,ANTOINE RIERE,,,,1925,5440,18,858470,69452,time
39,HENRI RUBERT,,,,1925,5440,18,859789,70771,time
40,CHARLES KRIER,,,,1925,5440,18,865858,76840,time
41,CHARLES CENTO,,,,1925,5440,18,872112,83094,time
42,ROGER LACOLLE,,,,1925,5440,18,873792,84774,time
43,EDOUARD TEISSEIRE,,,,1925,5440,18,880356,91338,time
44,HENRI MIEGE,,,,1925,5440,18,882074,93056,time
45,EDOUARD PETRE,,,,1925,5440,18,887039,98021,time
46,LUCIEN PRUDHOMME,,,,1925,5440,18,887283,98265,time
47,ARTHUR HENDRYCKX,,,,1925,5440,18,887794,98776,time
48,FRANÇOIS CHEVALIER,,,,1925,5440,18,912902,123884,time
49,FERNAND BESNIER,,,,1925,5440,18,919268,130250,time
1,LUCIEN BUYSSE,,,,1926,5745,17,859465,0,time
2,NICOLAS FRANTZ,,,,1926,5745,17,864410,4945,time
3,BARTOLOMEO AIMO,,,,1926,5745,17,864436,4971,time
4,THÉOPHILE BEECKMAN,,,,1926,5745,17,865699,6234,time
5,FÉLIX SELLIER,,,,1926,5745,17,866018,6553,time
6,ALBERT DEJONGHE,,,,1926,5745,17,866440,6975,time
7,LÉON PARMENTIER,,,,1926,5745,17,867225,7760,time
8,GEORGES CUVELIER,,,,1926,5745,17,868377,8912,time
9,JULES BUYSSE,,,,1926,5745,17,868888,9423,time
10,MARCEL BIDOT,,,,1926,5745,17,869899,10434,time
11,ODILE TAILLEU,,,,1926,5745,17,870813,11348,time
12,JOSEPH VAN DAM,,,,1926,5745,17,873900,14435,time
13,OMER HUYSE,,,,1926,5745,17,874309,14844,time
14,CAMILLE VAN DE CASTEELE,,,,1926,5745,17,875554,16089,time
15,AIMÉ DOSSCHE,,,,1926,5745,17,878854,19389,time
16,EMILE HARDY,,,,1926,5745,17,881155,21690,time
17,RAYMOND ENGLEBERT,,,,1926,5745,17,881255,21790,time
18,HENRI COLLE,,,,1926,5745,17,885300,25835,time
19,GEORGES DETREILLE,,,,1926,5745,17,887562,28097,time
20,OMER VERMEULEN,,,,1926,5745,17,890949,31484,time
21,GIOVANNI ROSSIGNOLI,,,,1926,5745,17,889674,30209,time
22,ALFONS STANDAERT,,,,1926,5745,17,892317,32852,time
23,BENOÎT FAURE,,,,1926,5745,17,894009,34544,time
24,HENRI TOUZARD,,,,1926,5745,17,894059,34594,time
25,LÉON DEVOS,,,,1926,5745,17,895788,36323,time
26,JAN MERTENS,,,,1926,5745,17,897090,37625,time
27,PAUL DUBOC,,,,1926,5745,17,897312,37847,time
28,LOUIS DE LANNOY,,,,1926,5745,17,897935,38470,time
29,EUGÈNE DHERS,,,,1926,5745,17,900641,41176,time
30,CHARLES LONGONI,,,,1926,5745,17,902121,42656,time
31,CHARLES MARTINET,,,,1926,5745,17,909658,50193,time
32,FERNAND SAIVE,,,,1926,5745,17,913464,53999,time
33,MAURICE ARNOULT,,,,1926,5745,17,914957,55492,time
34,HENRI CATELAN,,,,1926,5745,17,920277,60812,time
35,MOÏSE ARROSIO,,,,1926,5745,17,921415,61950,time
36,FERNAND MOULET,,,,1926,5745,17,924308,64843,time
38,EDOUARD TEISSEIRE,,,,1926,5745,17,928722,69257,time
39,HENRI FERRARA,,,,1926,5745,17,935087,75622,time
40,JULES GILLARD,,,,1926,5745,17,941519,82054,time
41,ANDRÉ DROBECQ,,,,1926,5745,17,949458,89993,time
1,NICOLAS FRANTZ,,,,1927,5398,24,713802,0,time
2,MAURICE DE WAELE,,,,1927,5398,24,720303,6501,time
3,JULIEN VERVAECKE,,,,1927,5398,24,722548,8746,time
4,ANDRÉ LEDUCQ,,,,1927,5398,24,724727,10925,time
5,ADELIN BENOIT,,,,1927,5398,24,730903,17101,time
6,MARIUS GALLORINI,,,,1927,5398,24,731105,17303,time
7,PÉ VERHAEGEN,,,,1927,5398,24,736518,22716,time
8,JULIEN MOINEAU,,,,1927,5398,24,737579,23777,time
9,HECTOR MARTIN,,,,1927,5398,24,739456,25654,time
10,MAURICE GELDHOF,,,,1927,5398,24,739964,26162,time
11,RAYMOND DECORTE,,,,1927,5398,24,743634,29832,time
12,LOUIS MULLER,,,,1927,5398,24,744271,30469,time
13,JAN Debuscherre,,,,1927,5398,24,752918,39116,time
14,GUSTAAF VAN SLEMBROUCK,,,,1927,5398,24,753516,39714,time
15,PIERRE MAGNE,,,,1927,5398,24,757759,43957,time
16,LOUIS DE LANNOY,,,,1927,5398,24,762284,48482,time
17,JOSEPH HEMELSOET,,,,1927,5398,24,764690,50888,time
18,SECONDO MARTINETTO,,,,1927,5398,24,766424,52622,time
19,HENRI TOUZARD,,,,1927,5398,24,768285,54483,time
20,JOSÉ PELLETIER,,,,1927,5398,24,770950,57148,time
21,MAURICE ARNOULT,,,,1927,5398,24,771703,57901,time
22,CHARLES MARTINET,,,,1927,5398,24,774618,60816,time
23,ALBERT JORDENS,,,,1927,5398,24,776130,62328,time
24,MICHELE GORDINI,,,,1927,5398,24,776273,62471,time
25,GIOVANNI CANOVA,,,,1927,5398,24,778174,64372,time
26,ANDRÉ DEVAUCHELLE,,,,1927,5398,24,778732,64930,time
27,CHARLES KRIER,,,,1927,5398,24,788354,74552,time
28,LÉON DESPONTIN,,,,1927,5398,24,790304,76502,time
29,JOSEPH RIVELLA,,,,1927,5398,24,793928,80126,time
30,MARCEL GENDRIN,,,,1927,5398,24,794297,80495,time
31,OMER MAHY,,,,1927,5398,24,794731,80929,time
32,GIOVANNI ROSSIGNOLI,,,,1927,5398,24,794940,81138,time
33,CAMILLE SEGERS,,,,1927,5398,24,796217,82415,time
34,EDOUARD TEISSEIRE,,,,1927,5398,24,800201,86399,time
35,JULES NEMPON,,,,1927,5398,24,806147,92345,time
36,ARMAND GOUBERT,,,,1927,5398,24,811269,97467,time
37,ANDRÉ DROBECQ,,,,1927,5398,24,811622,97820,time
38,JACQUES PFISTER,,,,1927,5398,24,822033,108231,time
39,PIERRE CLAES,,,,1927,5398,24,822541,108739,time
1,NICOLAS FRANTZ,,,,1928,5476,22,694138,0,time
2,ANDRÉ LEDUCQ,,,,1928,5476,22,697145,3007,time
3,MAURICE DE WAELE,,,,1928,5476,22,697514,3376,time
4,JAN MERTENS,,,,1928,5476,22,698896,4758,time
5,JULIEN VERVAECKE,,,,1928,5476,22,700950,6812,time
6,ANTONIN MAGNE,,,,1928,5476,22,702180,8042,time
7,VICTOR FONTAN,,,,1928,5476,22,712605,18467,time
8,MARCEL BIDOT,,,,1928,5476,22,713246,19108,time
9,MARCEL HUOT,,,,1928,5476,22,714391,20253,time
10,PIERRE MAGNE,,,,1928,5476,22,714618,20480,time
11,JOSEPH MAUCLAIR,,,,1928,5476,22,714779,20641,time
12,GASTON REBRY,,,,1928,5476,22,715242,21104,time
13,LOUIS DE LANNOY,,,,1928,5476,22,716313,22175,time
14,CAMILLE VAN DE CASTEELE,,,,1928,5476,22,719400,25262,time
15,SALVADOR CARDONA BALBASTRE,,,,1928,5476,22,721245,27107,time
16,PÉ VERHAEGEN,,,,1928,5476,22,721614,27476,time
17,JULIEN MOINEAU,,,,1928,5476,22,723141,29003,time
18,HUBERT OPPERMAN,,,,1928,5476,22,725003,30865,time
19,DÉSIRÉ LOUESSE,,,,1928,5476,22,728179,34041,time
20,ODILE TAILLEU,,,,1928,5476,22,731536,37398,time
21,JEAN MOUVEROUX,,,,1928,5476,22,733131,38993,time
22,JEAN BIDOT,,,,1928,5476,22,733528,39390,time
23,MARCEL AUTAA,,,,1928,5476,22,736298,42160,time
24,RAYMOND DECORTE,,,,1928,5476,22,738960,44822,time
25,PAUL FILLIAT,,,,1928,5476,22,751254,57116,time
26,RAPHAËL CALMETTE,,,,1928,5476,22,751446,57308,time
27,MAURICE ARNOULT,,,,1928,5476,22,753242,59104,time
28,HARRY WATSON,,,,1928,5476,22,754950,60812,time
29,LUCIEN LAVAL,,,,1928,5476,22,754973,60835,time
30,MARCEL COLLEU,,,,1928,5476,22,755579,61441,time
31,ARMAND GOUBERT,,,,1928,5476,22,761958,67820,time
32,RENÉ HAMEL,,,,1928,5476,22,763156,69018,time
33,PAUL DELBART,,,,1928,5476,22,765615,71477,time
34,FRANÇOIS HENRI,,,,1928,5476,22,766304,72166,time
35,FERNAND MOULET,,,,1928,5476,22,766759,72621,time
36,RAPHAËL DUPAU,,,,1928,5476,22,769012,74874,time
37,FRANÇOIS MENTA,,,,1928,5476,22,770070,75932,time
38,PERCY OSBORNE,,,,1928,5476,22,773447,79309,time
39,LUCIEN LANGE,,,,1928,5476,22,780668,86530,time
41,EDOUARD PERSIN,,,,1928,5476,22,791117,96979,time
1,MAURICE DE WAELE,,,,1929,5286,22,671955,0,time
2,GIUSEPPE PANCERA,,,,1929,5286,22,674618,2663,time
3,JEF DEMUYSERE,,,,1929,5286,22,675385,3430,time
4,SALVADOR CARDONA BALBASTRE,,,,1929,5286,22,675421,3466,time
5,NICOLAS FRANTZ,,,,1929,5286,22,675435,3480,time
6,LOUIS DE LANNOY,,,,1929,5286,22,675924,3969,time
7,ANTONIN MAGNE,,,,1929,5286,22,676035,4080,time
8,JULIEN VERVAECKE,,,,1929,5286,22,679252,7297,time
9,PIERRE MAGNE,,,,1929,5286,22,679335,7380,time
10,GASTON REBRY,,,,1929,5286,22,680224,8269,time
11,ANDRÉ LEDUCQ,,,,1929,5286,22,680646,8691,time
12,FRANS BONDUEL,,,,1929,5286,22,682310,10355,time
13,DÉSIRÉ LOUESSE,,,,1929,5286,22,682935,10980,time
14,BERNARD VAN RYSSELBERGHE,,,,1929,5286,22,683138,11183,time
15,BENOÎT FAURE,,,,1929,5286,22,684764,12809,time
16,MARCEL BIDOT,,,,1929,5286,22,685204,13249,time
17,ARMAND VAN BRUAENE,,,,1929,5286,22,687069,15114,time
18,KAREL GOVAERT,,,,1929,5286,22,687219,15264,time
19,FRANCIS BOUILLET,,,,1929,5286,22,690426,18471,time
20,ERNEST NEUHARD,,,,1929,5286,22,692667,20712,time
21,OMER TAVERNE,,,,1929,5286,22,692934,20979,time
22,LÉON CHENE,,,,1929,5286,22,693562,21607,time
23,JULES MERVIEL,,,,1929,5286,22,693857,21902,time
24,MARIO POMPOSI,,,,1929,5286,22,694404,22449,time
25,GEORGES LALOUP,,,,1929,5286,22,695400,23445,time
26,SETTIMO INNOCENTI,,,,1929,5286,22,696188,24233,time
27,JULIEN PERRAIN,,,,1929,5286,22,702660,30705,time
28,CHARLES PELISSIER,,,,1929,5286,22,703998,32043,time
29,RENÉ BERTON,,,,1929,5286,22,704105,32150,time
30,ROGER GREGOIRE,,,,1929,5286,22,707370,35415,time
31,HECTOR DENIS,,,,1929,5286,22,709480,37525,time
32,CHARLES MARTINET,,,,1929,5286,22,709875,37920,time
33,AUGUSTE ENCRINE,,,,1929,5286,22,713432,41477,time
34,ALBERT JORDENS,,,,1929,5286,22,713605,41650,time
35,ADRIEN PLAUTIN,,,,1929,5286,22,713766,41811,time
36,JEAN PREUSS,,,,1929,5286,22,716111,44156,time
37,ALFRED HERSARD,,,,1929,5286,22,716513,44558,time
38,FRANÇOIS MOREELS,,,,1929,5286,22,717420,45465,time
39,HENRI TOUZARD,,,,1929,5286,22,717650,45695,time
40,ROGER LEBAS,,,,1929,5286,22,719268,47313,time
41,MARCEL MAZEYRAT,,,,1929,5286,22,720365,48410,time
42,EDOUARD TEISSEIRE,,,,1929,5286,22,721744,49789,time
43,GUY BARIFFI,,,,1929,5286,22,722809,50854,time
44,PAUL DELBART,,,,1929,5286,22,726331,54376,time
45,HENRI THOMAS,,,,1929,5286,22,731153,59198,time
46,ROBERT RECORDON,,,,1929,5286,22,731765,59810,time
47,EUGÈNE GREAU,,,,1929,5286,22,732542,60587,time
49,BATTISTA BERARDI,,,,1929,5286,22,737011,65056,time
50,GEORGES PETIT,,,,1929,5286,22,743834,71879,time
51,EUGÈNE WERNER,,,,1929,5286,22,748772,76817,time
52,MARCEL MASSON,,,,1929,5286,22,750730,78775,time
53,HENRI PREVOST,,,,1929,5286,22,752047,80092,time
54,MARCEL GENDRIN,,,,1929,5286,22,752648,80693,time
55,FRANÇOIS ONDET,,,,1929,5286,22,752955,81000,time
56,CHARLES COTTALORDA,,,,1929,5286,22,755128,83173,time
57,EMILE FAILLU,,,,1929,5286,22,761406,89451,time
58,PAUL DENIS,,,,1929,5286,22,763032,91077,time
59,MARCEL ILPIDE,,,,1929,5286,22,766085,94130,time
60,ANDRÉ LEGER,,,,1929,5286,22,785830,113875,time
1,ANDRÉ LEDUCQ,,,,1930,4822,21,619936,0,time
2,LEARCO GUERRA,,,,1930,4822,21,620789,853,time
3,ANTONIN MAGNE,,,,1930,4822,21,620899,963,time
4,ALFRED SIEGEL,,,,1930,4822,21,621228,1292,time
5,MARCEL BIDOT,,,,1930,4822,21,622412,2476,time
6,PIERRE MAGNE,,,,1930,4822,21,622676,2740,time
7,FRANS BONDUEL,,,,1930,4822,21,623313,3377,time
8,BENOÎT FAURE,,,,1930,4822,21,623448,3512,time
9,CHARLES PELISSIER,,,,1930,4822,21,623811,3875,time
10,ADOLF SCHOEN,,,,1930,4822,21,624833,4897,time
11,LOUIS DE LANNOY,,,,1930,4822,21,625177,5241,time
12,AIMÉ DOSSCHE,,,,1930,4822,21,625228,5292,time
13,OSKAR THIERBACH,,,,1930,4822,21,625668,5732,time
14,LOUIS PEGLION,,,,1930,4822,21,626188,6252,time
15,JAN MERTENS,,,,1930,4822,21,626498,6562,time
16,SALVADOR CARDONA BALBASTRE,,,,1930,4822,21,627117,7181,time
17,VALERANIO RIERA,,,,1930,4822,21,628523,8587,time
18,MARCEL MAZEYRAT,,,,1930,4822,21,628657,8721,time
19,GEORGES LALOUP,,,,1930,4822,21,629031,9095,time
20,GIUSEPPE PANCERA,,,,1930,4822,21,629165,9229,time
21,JULES MERVIEL,,,,1930,4822,21,629756,9820,time
22,FÉLIX MANTHEY,,,,1930,4822,21,631371,11435,time
23,RENÉ BERTON,,,,1930,4822,21,631765,11829,time
24,VICENTE TRUEBA,,,,1930,4822,21,631773,11837,time
25,FRANÇOIS MOREELS,,,,1930,4822,21,631964,12028,time
26,JEAN GOULEME,,,,1930,4822,21,632925,12989,time
27,FRANCISCO CEPEDA,,,,1930,4822,21,634021,14085,time
28,FRANÇOIS ONDET,,,,1930,4822,21,634734,14798,time
29,LOUIS BAJARD,,,,1930,4822,21,634883,14947,time
30,OMER TAVERNE,,,,1930,4822,21,635766,15830,time
31,MARIO GIUNTELLI,,,,1930,4822,21,636824,16888,time
32,AUGUSTE ENCRINE,,,,1930,4822,21,637488,17552,time
34,JEAN MATEU,,,,1930,4822,21,638609,18673,time
35,LUCIEN LAVAL,,,,1930,4822,21,640436,20500,time
36,VICENTE TRUEBA,,,,1930,4822,21,643201,23265,time
37,HENRI TOUZARD,,,,1930,4822,21,644217,24281,time
